InvoiceNo,InvoiceDate,CustomerID,CustomerSince,Country,PaymentMethod,Channel,StockCode,Description,Category,SubCategory,Quantity,UnitPrice,DiscountPct,PromoCode,TotalAmount
INV100222,2024-04-06 10:41:27,C1358,2020-07-12,Australia,Debit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,4,14.1,0.0,,56.4
INV100179,2022-03-21 17:51:24,C1365,2018-10-29,France,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,2,88.22,0.0,NEW10,176.44
INV100983,2024-08-08 09:56:20,C1101,2018-02-18,France,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,4,102.93,0.0,,411.72
INV100022,2024-11-20 02:45:14,C1336,2018-08-17,United States,Credit Card,Online,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,,224.54
INV100356,2023-04-11 09:11:21,C1201,2020-02-19,India,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,3,119.76,0.05,,341.31600000000003
INV100666,2023-08-21 16:24:55,C1270,2018-03-01,United Kingdom,PayPal,Offline,P018,Mouse Pad,Accessories,Accessories,3,130.35,0.0,,391.04999999999995
INV100861,2023-04-15 04:32:08,C1093,2020-01-12,United Kingdom,Credit Card,Online,P009,External HDD,Electronics,Storage,5,66.06,0.0,NEW10,330.3
INV100340,2022-03-18 21:26:30,C1093,2020-05-14,United States,Credit Card,Offline,P011,Desk Lamp,Home,Lighting,1,83.71,0.05,SUMMER20,79.52449999999999
INV100431,2023-07-18 20:33:50,C1049,2018-04-10,United Kingdom,Cash,Online,P002,USB-C Cable,Electronics,Accessories,3,21.12,0.2,SUMMER20,50.688
INV100551,2024-06-12 23:36:49,C1336,2018-03-17,Germany,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,1,88.22,0.1,,79.398
INV100833,2024-07-23 13:57:06,C1252,2021-03-05,United States,Debit Card,Offline,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.0,,83.82000000000001
INV100203,2023-04-26 23:27:35,C1034,2021-07-10,United Kingdom,Credit Card,Online,P007,Headphones,Electronics,Audio,5,53.87,0.1,NEW10,242.41499999999996
INV100630,2022-04-30 04:52:06,C1306,2019-10-30,Australia,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,1,102.93,0.0,VIP15,102.93
INV100093,2022-05-31 00:01:20,C1045,2020-05-31,Spain,Credit Card,Online,P009,External HDD,Electronics,Storage,2,66.06,0.0,NEW10,132.12
INV100558,2023-07-22 17:19:59,C1160,2018-03-03,Germany,Bank Transfer,Online,P004,Notebook,Office Supplies,Stationery,3,32.42,0.25,,72.94500000000001
INV100068,2022-05-18 06:05:12,C1229,2019-06-27,United Kingdom,Credit Card,Offline,P013,Backpack,Accessories,Bags,3,96.99,0.1,VIP15,261.873
INV100622,2024-02-29 12:20:11,C1153,2021-10-25,Germany,Debit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,6,47.71,0.05,,271.947
INV100284,2023-08-20 00:59:08,C1144,2020-01-04,United Kingdom,Credit Card,Offline,P017,Standing Desk,Furniture,Desks,4,126.42,0.0,,505.68
INV100844,2023-09-03 23:28:47,C1008,2021-02-27,United States,Debit Card,Online,P002,USB-C Cable,Electronics,Accessories,3,21.12,0.15,SUMMER20,53.856
INV100434,2023-05-01 22:31:58,C1081,2019-01-18,United Kingdom,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,5,27.94,0.0,VIP15,139.70000000000002
INV100153,2023-09-30 23:53:28,C1144,2018-01-17,United States,PayPal,Offline,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.0,WELCOME5,42.3
INV100075,2022-06-30 04:20:53,C1344,2018-04-21,United States,Credit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,1,14.1,0.0,,14.1
INV100730,2024-09-23 03:42:21,C1045,2022-07-07,Spain,Credit Card,Offline,P003,Laptop Stand,Electronics,Accessories,2,27.94,0.05,,53.086
INV100446,2023-07-16 17:10:08,C1132,2019-08-19,United Kingdom,PayPal,Online,P004,Notebook,Office Supplies,Stationery,4,32.42,0.3,SUMMER20,90.776
INV100188,2024-01-06 00:45:40,C1310,2019-03-29,United States,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,4,47.71,0.0,,190.84
INV100271,2023-10-01 13:53:42,C1009,2019-04-27,United Kingdom,Debit Card,Offline,P006,Mechanical Keyboard,Electronics,Accessories,2,47.71,0.2,,76.336
INV100236,2023-06-08 11:28:32,C1123,2018-04-29,United Kingdom,Credit Card,Online,P020,HDMI Cable,Electronics,Accessories,4,145.37,0.0,,581.48
INV100487,2022-09-17 21:10:57,C1164,2020-04-02,United Kingdom,PayPal,Online,P020,HDMI Cable,Electronics,Accessories,2,145.37,0.0,WELCOME5,290.74
INV100117,2024-06-08 01:58:39,C1022,2018-06-24,India,Credit Card,Offline,P010,Monitor 24in,Electronics,Displays,3,73.71,0.0,NEW10,221.13
INV100943,2022-02-25 20:43:31,C1270,2019-04-03,United States,PayPal,Online,P004,Notebook,Office Supplies,Stationery,3,32.42,0.0,,97.26
INV100512,2023-07-17 16:33:46,C1375,2019-01-03,Spain,Credit Card,Online,P009,External HDD,Electronics,Storage,5,66.06,0.0,,330.3
INV100825,2023-11-06 23:03:35,C1030,2018-09-16,United States,Credit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.15,,35.955
INV100591,2023-05-24 18:56:17,C1104,2019-01-18,United Kingdom,PayPal,Online,P013,Backpack,Accessories,Bags,3,96.99,0.15,SUMMER20,247.32449999999997
INV100126,2022-03-11 04:15:03,C1043,2020-05-24,Australia,Credit Card,Offline,P013,Backpack,Accessories,Bags,3,96.99,0.05,SUMMER20,276.4215
INV100116,2024-09-16 06:25:04,C1317,2018-02-26,United States,Debit Card,Offline,P015,Tablet 10in,Electronics,Computing,4,112.27,0.1,,404.17199999999997
INV100473,2023-03-06 10:44:28,C1310,2020-01-10,Germany,Credit Card,Offline,P012,Pen Set,Office Supplies,Stationery,1,88.22,0.0,,88.22
INV100693,2023-11-15 11:22:40,C1029,2021-12-29,United Kingdom,Cash,Online,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.25,,205.45499999999998
INV100057,2022-08-03 12:18:58,C1395,2019-08-29,Australia,Debit Card,Offline,P012,Pen Set,Office Supplies,Stationery,5,88.22,0.0,NEW10,441.1
INV100863,2023-07-23 05:37:29,C1239,2019-12-23,United Kingdom,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.0,,264.65999999999997
INV100912,2022-10-15 18:24:52,C1208,2021-04-11,United Kingdom,Credit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.0,WELCOME5,28.2
INV100369,2022-08-09 06:21:54,C1292,2020-02-09,United Kingdom,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,NEW10,42.24
INV100268,2023-10-19 04:49:49,C1114,2019-12-23,Australia,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,1,136.97,0.0,,136.97
INV100046,2023-03-24 08:30:18,C1037,2020-11-14,United States,Credit Card,Online,P014,Smart Speaker,Electronics,Audio,4,102.93,0.3,,288.204
INV100349,2023-05-17 11:24:33,C1056,2018-05-21,United States,PayPal,Offline,P006,Mechanical Keyboard,Electronics,Accessories,4,47.71,0.0,,190.84
INV100195,2024-07-29 07:49:16,C1093,2018-09-07,India,Debit Card,Online,P016,Coffee Mug,Home,Kitchen,2,119.76,0.0,,239.52
INV100999,2024-11-03 01:17:19,C1132,2022-01-22,United Kingdom,PayPal,Online,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,,42.24
INV100834,2022-03-28 04:36:00,C1018,2020-03-10,Germany,Debit Card,Online,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.15,NEW10,35.955
INV100736,2022-07-30 17:13:01,C1138,2019-03-05,United Kingdom,Debit Card,Online,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,,42.24
INV100263,2023-09-17 13:57:27,C1285,2020-01-16,United Kingdom,Debit Card,Online,P003,Laptop Stand,Electronics,Accessories,10,27.94,0.0,,279.40000000000003
INV100443,2023-03-16 12:03:57,C1326,2019-04-13,United States,Debit Card,Offline,P018,Mouse Pad,Accessories,Accessories,3,130.35,0.0,VIP15,391.04999999999995
INV100675,2022-09-17 03:57:30,C1353,2019-10-09,United Kingdom,Debit Card,Online,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.0,,410.90999999999997
INV100304,2023-06-24 16:49:14,C1148,2020-12-27,United Kingdom,Credit Card,Offline,P018,Mouse Pad,Accessories,Accessories,3,130.35,0.0,,391.04999999999995
INV100341,2023-03-01 06:54:32,C1047,2019-06-06,United States,Cash,Online,P005,Office Chair,Furniture,Seating,3,42.19,0.2,,101.256
INV100966,2023-06-14 17:28:55,C1353,2018-12-30,India,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.0,NEW10,64.84
INV100149,2023-01-19 20:41:59,C1189,2021-10-09,Australia,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,2,47.71,0.0,,95.42
INV100124,2024-01-03 05:33:02,C1211,2020-03-23,United Kingdom,Bank Transfer,Online,P005,Office Chair,Furniture,Seating,2,42.19,0.15,,71.723
INV100786,2023-12-13 17:48:30,C1193,2018-11-07,United States,Debit Card,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.0,,28.2
INV100050,2022-09-24 15:44:30,C1099,2020-07-27,United States,Debit Card,Online,P008,Webcam,Electronics,Accessories,3,62.13,0.0,SUMMER20,186.39000000000001
INV100353,2024-06-25 09:04:18,C1184,2020-03-01,Australia,Credit Card,Offline,P003,Laptop Stand,Electronics,Accessories,1,27.94,0.1,,25.146
INV100927,2023-02-25 23:19:47,C1306,2020-12-09,Spain,Credit Card,Offline,P013,Backpack,Accessories,Bags,4,96.99,0.15,,329.76599999999996
INV100142,2024-12-10 22:22:47,C1190,2020-08-29,Germany,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,2,14.1,0.1,,25.38
INV100470,2022-12-22 22:51:05,C1202,2018-03-24,United States,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,5,136.97,0.0,,684.85
INV100399,2023-07-08 09:40:21,C1051,2020-07-02,United States,Debit Card,Online,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,VIP15,42.24
INV100625,2024-01-19 18:04:29,C1084,2019-10-18,India,Credit Card,Online,P005,Office Chair,Furniture,Seating,9,42.19,0.0,,379.71
INV100320,2024-10-13 17:43:47,C1123,2020-07-12,Germany,Credit Card,Online,P007,Headphones,Electronics,Audio,2,53.87,0.0,,107.74
INV100019,2023-09-27 00:31:59,C1051,2018-04-18,Australia,PayPal,Online,P017,Standing Desk,Furniture,Desks,3,126.42,0.2,VIP15,303.408
INV100809,2022-08-19 07:45:45,C1137,2019-07-22,United Kingdom,PayPal,Online,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,,224.54
INV100790,2022-05-07 20:15:37,C1076,2021-10-27,Germany,PayPal,Online,P004,Notebook,Office Supplies,Stationery,4,32.42,0.0,,129.68
INV100808,2022-05-18 18:22:22,C1381,2019-01-12,United Kingdom,Credit Card,Offline,P002,USB-C Cable,Electronics,Accessories,3,21.12,0.1,WELCOME5,57.024
INV100407,2024-12-28 00:46:43,C1200,2019-06-29,United Kingdom,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,1,119.76,0.1,,107.784
INV100537,2024-03-02 00:10:38,C1200,2019-10-22,United Kingdom,Debit Card,Online,P013,Backpack,Accessories,Bags,2,96.99,0.0,SUMMER20,193.98
INV100620,2023-01-01 06:06:07,C1334,2021-11-06,Germany,PayPal,Offline,P005,Office Chair,Furniture,Seating,3,42.19,0.2,,101.256
INV100038,2024-11-14 21:21:47,C1019,2020-05-23,United Kingdom,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,1,21.12,0.0,,21.12
INV100175,2024-04-04 17:35:19,C1395,2018-06-30,United Kingdom,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,1,14.1,0.05,,13.395
INV100245,2023-08-28 05:48:14,C1025,2020-01-11,United Kingdom,Bank Transfer,Online,P016,Coffee Mug,Home,Kitchen,2,119.76,0.3,,167.664
INV100828,2022-12-17 18:18:56,C1169,2020-09-29,United Kingdom,Credit Card,Offline,P005,Office Chair,Furniture,Seating,3,42.19,0.0,SUMMER20,126.57
INV100667,2022-07-28 12:30:04,C1240,2019-07-22,France,Bank Transfer,Online,P015,Tablet 10in,Electronics,Computing,3,112.27,0.2,,269.44800000000004
INV100754,2024-08-09 21:42:24,C1325,2023-11-14,India,Credit Card,Offline,P007,Headphones,Electronics,Audio,2,53.87,0.1,SUMMER20,96.966
INV100858,2023-10-01 11:06:09,C1171,2021-07-07,United Kingdom,PayPal,Online,P018,Mouse Pad,Accessories,Accessories,2,130.35,0.0,,260.7
INV100154,2024-09-25 05:18:59,C1231,2020-10-10,United States,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,8,136.97,0.0,,1095.76
INV100287,2023-03-01 14:00:07,C1001,2019-10-18,France,Cash,Online,P014,Smart Speaker,Electronics,Audio,3,102.93,0.0,,308.79
INV100602,2023-10-12 19:48:03,C1161,2019-09-30,Germany,Credit Card,Offline,P013,Backpack,Accessories,Bags,3,96.99,0.0,NEW10,290.96999999999997
INV100569,2023-11-20 10:31:39,C1131,2020-10-03,United Kingdom,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,4,27.94,0.0,,111.76
INV100743,2024-08-19 06:27:37,C1177,2020-10-28,United Kingdom,Credit Card,Offline,P014,Smart Speaker,Electronics,Audio,4,102.93,0.15,,349.962
INV100017,2022-12-29 18:22:59,C1381,2019-02-21,United States,Credit Card,Online,P012,Pen Set,Office Supplies,Stationery,6,88.22,0.0,NEW10,529.3199999999999
INV100127,2022-01-06 10:41:23,C1127,2019-10-21,United Kingdom,PayPal,Online,P015,Tablet 10in,Electronics,Computing,4,112.27,0.3,NEW10,314.356
INV100322,2024-02-02 04:37:44,C1149,2021-09-17,United Kingdom,PayPal,Offline,P013,Backpack,Accessories,Bags,2,96.99,0.0,,193.98
INV100255,2023-09-23 20:29:15,C1323,2020-04-05,France,Debit Card,Offline,P001,Wireless Mouse,Electronics,Accessories,1,14.1,0.15,VIP15,11.985
INV100657,2024-06-30 11:50:30,C1316,2018-07-18,United Kingdom,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,4,21.12,0.0,SUMMER20,84.48
INV100964,2023-02-02 14:25:34,C1045,2018-02-24,United Kingdom,PayPal,Online,P012,Pen Set,Office Supplies,Stationery,4,88.22,0.0,,352.88
INV100190,2024-06-03 07:41:50,C1390,2019-09-05,United Kingdom,Credit Card,Offline,P016,Coffee Mug,Home,Kitchen,1,119.76,0.15,,101.796
INV100115,2022-01-28 18:54:40,C1112,2019-01-15,Germany,Credit Card,Offline,P015,Tablet 10in,Electronics,Computing,5,112.27,0.0,NEW10,561.35
INV100616,2024-03-17 12:01:29,C1348,2019-02-07,United Kingdom,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,3,14.1,0.0,,42.3
INV100606,2024-10-16 08:07:03,C1380,2022-08-31,United Kingdom,PayPal,Offline,P018,Mouse Pad,Accessories,Accessories,4,130.35,0.15,,443.18999999999994
INV100180,2024-02-18 05:37:40,C1310,2021-06-28,France,Cash,Online,P006,Mechanical Keyboard,Electronics,Accessories,2,47.71,0.0,,95.42
INV100301,2023-01-01 09:18:16,C1055,2018-12-01,United Kingdom,Credit Card,Offline,P003,Laptop Stand,Electronics,Accessories,3,27.94,0.0,,83.82000000000001
INV100759,2023-05-23 11:41:01,C1367,2020-01-17,United Kingdom,Debit Card,Offline,P013,Backpack,Accessories,Bags,4,96.99,0.05,,368.56199999999995
INV100712,2022-08-12 06:15:21,C1325,2019-08-09,Australia,PayPal,Online,P005,Office Chair,Furniture,Seating,4,42.19,0.0,,168.76
INV100723,2024-04-04 12:00:02,C1071,2020-04-26,United Kingdom,Credit Card,Offline,P011,Desk Lamp,Home,Lighting,1,83.71,0.0,,83.71
INV100685,2022-05-25 21:17:20,C1286,2019-03-29,United Kingdom,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,3,21.12,0.1,,57.024
INV100979,2024-04-14 21:36:26,C1270,2022-10-16,Germany,Debit Card,Online,P011,Desk Lamp,Home,Lighting,6,83.71,0.15,,426.921
INV100517,2022-04-27 19:43:19,C1021,2019-10-04,United Kingdom,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,2,47.71,0.0,,95.42
INV100984,2024-02-04 06:26:16,C1309,2019-09-07,United States,Bank Transfer,Online,P004,Notebook,Office Supplies,Stationery,4,32.42,0.0,,129.68
INV100045,2023-04-21 03:03:42,C1165,2018-10-31,United Kingdom,PayPal,Offline,P003,Laptop Stand,Electronics,Accessories,5,27.94,0.1,,125.73000000000002
INV100909,2022-04-13 22:55:17,C1302,2019-06-16,United States,PayPal,Online,P020,HDMI Cable,Electronics,Accessories,2,145.37,0.0,,290.74
INV100157,2022-07-03 11:06:08,C1212,2018-04-05,France,Cash,Offline,P015,Tablet 10in,Electronics,Computing,2,112.27,0.0,,224.54
INV100851,2022-12-26 06:40:28,C1052,2018-05-17,United States,Credit Card,Offline,P011,Desk Lamp,Home,Lighting,2,83.71,0.0,,167.42
INV100171,2023-09-17 11:29:20,C1170,2019-06-21,United Kingdom,Debit Card,Online,P017,Standing Desk,Furniture,Desks,6,126.42,0.0,WELCOME5,758.52
INV100016,2022-07-06 01:19:47,C1085,2018-10-18,France,Bank Transfer,Online,P001,Wireless Mouse,Electronics,Accessories,4,14.1,0.0,WELCOME5,56.4
INV100511,2023-10-19 13:12:30,C1157,2020-09-21,United States,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,4,73.71,0.05,NEW10,280.09799999999996
INV100048,2024-02-07 14:08:11,C1348,2019-03-14,United States,Credit Card,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.0,,64.84
INV100971,2023-01-30 01:50:28,C1060,2019-06-16,United States,Credit Card,Online,P008,Webcam,Electronics,Accessories,4,62.13,0.1,,223.668
INV100940,2024-08-24 11:21:06,C1300,2022-02-01,United Kingdom,Bank Transfer,Online,P019,Planner 2024,Office Supplies,Stationery,4,136.97,0.0,SUMMER20,547.88
INV100515,2022-07-09 06:24:09,C1090,2018-05-18,France,Credit Card,Online,P005,Office Chair,Furniture,Seating,2,42.19,0.1,NEW10,75.942
INV100952,2023-02-25 10:39:59,C1222,2018-06-28,United States,Credit Card,Online,P008,Webcam,Electronics,Accessories,2,62.13,0.15,SUMMER20,105.621
INV100480,2023-11-16 22:30:12,C1335,2019-06-22,United States,Bank Transfer,Offline,P020,HDMI Cable,Electronics,Accessories,1,145.37,0.0,,145.37
INV100283,2023-10-21 08:08:28,C1308,2020-12-07,United States,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,2,27.94,0.0,WELCOME5,55.88
INV100718,2023-12-22 17:27:34,C1105,2019-09-24,India,PayPal,Online,P014,Smart Speaker,Electronics,Audio,2,102.93,0.0,SUMMER20,205.86
INV100877,2022-12-10 14:53:36,C1255,2020-12-18,United Kingdom,Debit Card,Online,P014,Smart Speaker,Electronics,Audio,2,102.93,0.0,,205.86
INV100225,2024-06-27 15:42:48,C1074,2019-08-31,Australia,Debit Card,Online,P005,Office Chair,Furniture,Seating,2,42.19,0.0,,84.38
INV100026,2022-05-04 07:58:03,C1237,2019-05-01,United Kingdom,PayPal,Online,P020,HDMI Cable,Electronics,Accessories,3,145.37,0.05,,414.3045
INV100954,2023-08-10 02:02:36,C1051,2020-01-30,Spain,PayPal,Offline,P014,Smart Speaker,Electronics,Audio,4,102.93,0.05,WELCOME5,391.134
INV100437,2024-08-03 23:55:24,C1087,2020-07-24,Germany,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,2,73.71,0.05,,140.04899999999998
INV100951,2023-07-12 01:29:55,C1156,2022-06-21,India,Credit Card,Online,P006,Mechanical Keyboard,Electronics,Accessories,4,47.71,0.15,SUMMER20,162.214
INV100364,2023-03-19 23:50:18,C1022,2019-04-21,United States,PayPal,Offline,P009,External HDD,Electronics,Storage,8,66.06,0.0,WELCOME5,528.48
INV100229,2022-07-23 22:49:10,C1330,2020-12-28,United Kingdom,PayPal,Offline,P003,Laptop Stand,Electronics,Accessories,6,27.94,0.15,,142.494
INV100037,2022-03-16 04:20:57,C1113,2018-01-15,France,Cash,Online,P009,External HDD,Electronics,Storage,1,66.06,0.2,,52.848000000000006
INV100965,2024-07-18 21:19:38,C1072,2019-04-27,United Kingdom,Debit Card,Offline,P012,Pen Set,Office Supplies,Stationery,3,88.22,0.05,,251.42699999999996
INV100374,2022-12-14 05:17:15,C1360,2019-06-10,United Kingdom,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,5,119.76,0.0,,598.8000000000001
INV100469,2022-10-15 11:20:02,C1291,2018-01-24,India,Credit Card,Offline,P013,Backpack,Accessories,Bags,1,96.99,0.1,WELCOME5,87.291
INV100967,2022-12-13 08:12:44,C1312,2019-12-24,Australia,Credit Card,Online,P016,Coffee Mug,Home,Kitchen,2,119.76,0.0,,239.52
INV100850,2022-11-23 16:08:12,C1290,2018-01-02,United Kingdom,Debit Card,Online,P009,External HDD,Electronics,Storage,2,66.06,0.1,NEW10,118.908
INV100704,2022-01-08 19:19:54,C1386,2018-12-03,France,Debit Card,Online,P018,Mouse Pad,Accessories,Accessories,1,130.35,0.0,WELCOME5,130.35
INV100841,2024-10-20 17:25:31,C1341,2021-06-20,Spain,Credit Card,Online,P002,USB-C Cable,Electronics,Accessories,2,21.12,0.0,WELCOME5,42.24
INV100194,2022-10-20 12:49:54,C1092,2018-12-15,France,Credit Card,Offline,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.1,,128.817
INV100854,2022-03-25 15:56:12,C1202,2018-12-06,United Kingdom,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,4,27.94,0.0,,111.76
INV100864,2022-05-16 02:58:06,C1346,2021-02-03,United Kingdom,Debit Card,Online,P003,Laptop Stand,Electronics,Accessories,1,27.94,0.1,,25.146
INV100503,2023-07-16 20:16:30,C1370,2022-03-15,United Kingdom,Credit Card,Online,P010,Monitor 24in,Electronics,Displays,4,73.71,0.0,VIP15,294.84
INV100969,2022-12-11 02:01:29,C1132,2018-06-28,United Kingdom,Credit Card,Offline,P005,Office Chair,Furniture,Seating,2,42.19,0.0,,84.38
INV100830,2023-04-03 01:04:05,C1127,2018-12-24,India,Debit Card,Offline,P004,Notebook,Office Supplies,Stationery,6,32.42,0.0,VIP15,194.52
INV100579,2023-07-28 16:00:23,C1027,2018-12-18,United Kingdom,Bank Transfer,Online,P004,Notebook,Office Supplies,Stationery,2,32.42,0.0,VIP15,64.84
INV100968,2022-08-01 13:29:12,C1342,2021-10-07,Germany,Debit Card,Offline,P004,Notebook,Office Supplies,Stationery,4,32.42,0.2,,103.74400000000001
INV100162,2023-08-04 11:13:53,C1180,2023-04-13,United Kingdom,Credit Card,Offline,P020,HDMI Cable,Electronics,Accessories,3,145.37,0.0,,436.11
INV100908,2022-06-04 22:05:42,C1250,2018-09-20,United Kingdom,PayPal,Offline,P010,Monitor 24in,Electronics,Displays,1,73.71,0.05,,70.02449999999999
INV100152,2022-05-25 23:27:43,C1356,2018-01-19,Spain,Credit Card,Online,P005,Office Chair,Furniture,Seating,3,42.19,0.0,,126.57
INV100801,2024-12-12 12:52:31,C1377,2021-02-24,United Kingdom,Debit Card,Online,P011,Desk Lamp,Home,Lighting,3,83.71,0.3,WELCOME5,175.791
INV100993,2024-05-26 15:10:15,C1110,2020-11-14,United Kingdom,Credit Card,Offline,P020,HDMI Cable,Electronics,Accessories,2,145.37,0.2,SUMMER20,232.592
INV100755,2022-01-01 14:15:33,C1333,2020-05-20,India,Credit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.0,VIP15,252.84
INV100111,2024-06-08 19:48:18,C1053,2018-11-21,United States,Credit Card,Online,P005,Office Chair,Furniture,Seating,1,42.19,0.0,,42.19
INV100226,2023-03-27 15:55:14,C1033,2020-01-13,United Kingdom,Debit Card,Offline,P005,Office Chair,Furniture,Seating,5,42.19,0.0,,210.95
INV100688,2023-05-06 11:44:30,C1007,2021-01-29,India,Debit Card,Online,P013,Backpack,Accessories,Bags,4,96.99,0.0,,387.96
INV100103,2022-12-26 01:18:25,C1177,2020-06-11,United Kingdom,Credit Card,Online,P003,Laptop Stand,Electronics,Accessories,4,27.94,0.0,NEW10,111.76
INV100421,2023-02-09 15:55:47,C1055,2018-06-25,United States,Credit Card,Offline,P003,Laptop Stand,Electronics,Accessories,1,27.94,0.1,SUMMER20,25.146
INV100419,2022-11-16 22:11:00,C1197,2022-04-17,United Kingdom,Credit Card,Online,P005,Office Chair,Furniture,Seating,4,42.19,0.05,WELCOME5,160.32199999999997
INV100750,2024-02-07 01:20:14,C1158,2022-01-06,United Kingdom,Credit Card,Offline,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.05,,260.243
INV100586,2023-02-28 19:42:26,C1392,2019-07-15,United Kingdom,Debit Card,Offline,P009,External HDD,Electronics,Storage,1,66.06,0.0,,66.06
INV100780,2022-02-15 04:57:47,C1168,2019-04-13,United Kingdom,Debit Card,Offline,P006,Mechanical Keyboard,Electronics,Accessories,3,47.71,0.05,NEW10,135.9735
INV100672,2023-04-09 10:51:24,C1106,2020-08-01,United States,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,4,14.1,0.1,,50.76
INV100119,2023-08-21 22:13:44,C1311,2018-05-06,United States,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,3,136.97,0.2,,328.728
INV100053,2024-06-25 06:06:32,C1331,2018-05-30,Spain,Credit Card,Offline,P006,Mechanical Keyboard,Electronics,Accessories,1,47.71,0.0,,47.71
INV100151,2023-11-21 20:43:25,C1289,2021-09-26,United Kingdom,PayPal,Online,P009,External HDD,Electronics,Storage,3,66.06,0.1,SUMMER20,178.36200000000002
INV100403,2023-06-19 19:30:48,C1145,2018-10-26,Germany,Credit Card,Online,P001,Wireless Mouse,Electronics,Accessories,4,14.1,0.0,,56.4
INV100945,2024-10-27 16:06:02,C1045,2021-12-23,India,Credit Card,Online,P005,Office Chair,Furniture,Seating,4,42.19,0.0,,168.76
INV100207,2024-12-24 07:33:03,C1022,2021-06-12,United States,Credit Card,Offline,P008,Webcam,Electronics,Accessories,2,62.13,0.25,,93.19500000000001
INV100658,2024-09-25 22:16:20,C1265,2018-07-13,United States,Credit Card,Online,P011,Desk Lamp,Home,Lighting,3,83.71,0.0,WELCOME5,251.13
INV100843,2023-10-25 12:39:58,C1141,2021-09-23,Spain,Bank Transfer,Offline,P008,Webcam,Electronics,Accessories,2,62.13,0.0,VIP15,124.26
INV100762,2022-06-13 22:19:06,C1274,2018-11-25,United States,PayPal,Online,P010,Monitor 24in,Electronics,Displays,2,73.71,0.05,,140.04899999999998
INV100008,2023-05-13 10:50:15,C1046,2018-04-19,Spain,Credit Card,Online,P011,Desk Lamp,Home,Lighting,2,83.71,0.1,,150.678
INV100807,2024-06-14 16:00:57,C1354,2023-01-21,United Kingdom,Credit Card,Online,P019,Planner 2024,Office Supplies,Stationery,2,136.97,0.05,WELCOME5,260.243
INV100036,2023-02-12 12:31:30,C1253,2019-04-24,Germany,Cash,Online,P018,Mouse Pad,Accessories,Accessories,3,130.35,0.0,NEW10,391.04999999999995
INV100452,2023-05-09 06:06:50,C1385,2020-12-15,Australia,Credit Card,Online,P017,Standing Desk,Furniture,Desks,2,126.42,0.0,,252.84
INV100651,2022-02-22 11:36:20,C1033,2018-10-25,France,Credit Card,Online,P017,Standing Desk,Furniture,Desks,6,126.42,0.0,VIP15,758.52
